City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
320,qaqortoq,60.7167,-46.0333,2.37,97.0,100.0,2.48,GL,1719006365.0
321,biasca,46.3597,8.9697,18.94,89.0,100.0,3.3,CH,1719006366.0
322,constantia,44.1833,28.65,17.61,70.0,38.0,3.23,RO,1719006245.0
323,talnakh,69.4865,88.3972,3.55,98.0,100.0,3.99,RU,1719006368.0
324,berbera,10.4396,45.0143,33.66,40.0,100.0,9.47,SO,1719006369.0
325,awjilah,29.1081,21.2869,27.71,40.0,0.0,6.19,LY,1719006370.0
326,borogontsy,62.6683,131.1683,20.97,59.0,100.0,1.49,RU,1719006372.0
327,alvaraes,-3.2208,-64.8042,31.93,64.0,81.0,0.77,BR,1719006373.0
328,estacion coahuila,32.1939,-115.0017,42.92,8.0,0.0,4.11,MX,1719006374.0
329,boguchany,58.3814,97.4531,11.1,58.0,100.0,2.34,RU,1719006375.0
330,kirensk,57.7853,108.1119,10.37,94.0,100.0,0.59,RU,1719006376.0
331,yurga,55.7231,84.8861,14.45,95.0,99.0,3.24,RU,1719006206.0
332,preobrazheniye,42.9019,133.9064,11.64,89.0,100.0,4.73,RU,1719006379.0
333,tromso,69.6496,18.957,10.01,81.0,75.0,5.14,NO,1719006380.0
334,polyarnyy,69.1989,33.4478,4.89,85.0,100.0,10.09,RU,1719006381.0
335,saynshand,44.8824,110.1163,8.5,74.0,99.0,11.58,MN,1719006382.0
336,holualoa,19.6228,-155.9522,26.91,82.0,40.0,5.66,US,1719006383.0
337,windsor,42.3001,-83.0165,32.07,67.0,0.0,3.09,CA,1719006384.0
338,saldanha,-33.0117,17.9442,14.03,91.0,54.0,1.69,ZA,1719006386.0
339,ocean shores,46.9737,-124.1563,21.36,88.0,20.0,8.23,US,1719006387.0
340,dwarka,22.2394,68.9678,29.88,78.0,100.0,6.4,IN,1719006388.0
341,tofol,5.3248,163.0078,28.07,75.0,84.0,3.79,FM,1719006389.0
342,san luis de la loma,17.2706,-100.8939,25.7,91.0,100.0,3.99,MX,1719006390.0
343,alofi,-19.0595,-169.9187,25.94,53.0,9.0,4.63,NU,1719006391.0
344,puerto san carlos,,,,,,,,
345,kristiansund,63.1115,7.732,14.03,81.0,100.0,2.57,NO,1719006394.0
346,kosong,38.3788,128.4676,22.27,89.0,100.0,1.36,KR,1719006395.0
347,westport,41.1415,-73.3579,30.09,70.0,0.0,2.57,US,1719006242.0
348,tarnogskiy gorodok,60.4997,43.5761,10.14,83.0,10.0,3.54,RU,1719006397.0
349,xai-xai,-25.0519,33.6442,18.76,83.0,5.0,1.72,MZ,1719006398.0
350,katsuren-haebaru,26.3369,127.8719,29.21,87.0,20.0,5.14,JP,1719006399.0
351,merizo village,13.2658,144.6691,28.88,91.0,100.0,6.31,GU,1719006401.0
352,diyarbakir,37.9158,40.2189,23.99,33.0,0.0,3.09,TR,1719006402.0
353,prince george,53.9166,-122.753,27.57,27.0,0.0,3.6,CA,1719006379.0
354,kez,57.8979,53.7152,11.77,95.0,25.0,1.44,RU,1719006404.0
355,suntar,62.1444,117.6319,13.55,85.0,82.0,2.89,RU,1719006405.0
356,tranovaho,,,,,,,,
357,inarajan village,13.2736,144.7484,29.11,91.0,92.0,6.35,GU,1719006408.0
358,caxito,-8.5785,13.6643,19.51,97.0,58.0,0.69,AO,1719006409.0
359,port lincoln,-34.7333,135.8667,12.85,70.0,90.0,4.05,AU,1719006410.0
360,shubarkuduk,49.1447,56.4872,22.06,62.0,15.0,3.8,KZ,1719006411.0
361,karratha,-20.7377,116.8463,18.95,45.0,3.0,5.67,AU,1719006412.0
362,princeville,45.7668,-61.2985,21.48,55.0,100.0,4.63,CA,1719006413.0
363,kittila,67.6647,24.8936,11.08,82.0,75.0,4.63,FI,1719006415.0
364,bikenibeu village,1.3673,173.1241,28.41,69.0,46.0,3.66,KI,1719006416.0
365,tirebolu,41.0069,38.8139,21.84,79.0,96.0,2.82,TR,1719006417.0
366,tashla,51.7716,52.7427,17.92,87.0,97.0,2.38,RU,1719006418.0
367,igarka,67.4667,86.5833,4.9,82.0,44.0,2.14,RU,1719006419.0
368,island harbour,50.724,-1.2758,15.68,82.0,99.0,2.24,GB,1719006420.0
369,pijino del carmen,9.3291,-74.453,31.16,71.0,83.0,1.22,CO,1719006421.0
370,ola,59.5833,151.2833,8.48,94.0,100.0,1.36,RU,1719006423.0
371,'ohonua,,,,,,,,
372,jamaame,0.0697,42.745,24.58,83.0,59.0,5.17,SO,1719006425.0
373,parauapebas,-6.0675,-49.9022,26.99,69.0,20.0,0.0,BR,1719006426.0
374,puerto baquerizo moreno,-0.9,-89.6,25.55,69.0,40.0,5.5,EC,1719006427.0
375,ambalangoda,6.2355,80.0538,26.74,84.0,91.0,6.02,LK,1719006429.0
376,north platte,41.1239,-100.7654,21.94,88.0,100.0,5.36,US,1719006408.0
377,ahrensbok,54.0086,10.5743,19.35,99.0,91.0,3.33,DE,1719006431.0
378,terrace,54.5163,-128.6035,24.95,35.0,100.0,5.14,CA,1719006395.0
379,san julian,21.0167,-102.1667,23.44,43.0,59.0,8.32,MX,1719006433.0
380,yuzhno-kurilsk,44.0306,145.8556,10.85,98.0,100.0,2.26,RU,1719006434.0
381,porto novo,6.4965,2.6036,26.9,92.0,100.0,1.91,BJ,1719006234.0
382,masterton,-40.9597,175.6575,8.27,80.0,66.0,1.86,NZ,1719006437.0
383,buala,-8.145,159.5921,28.2,80.0,51.0,3.65,SB,1719006438.0
384,san jose del guaviare,2.5729,-72.6459,23.25,98.0,100.0,0.65,CO,1719006439.0
385,ponteareas,42.1833,-8.5,16.56,82.0,0.0,2.57,ES,1719006440.0
386,balcarce,-37.8462,-58.2552,12.68,99.0,100.0,1.78,AR,1719006265.0
387,san patricio,28.017,-97.5169,33.4,65.0,22.0,7.18,US,1719006442.0
388,acarau,-2.8856,-40.12,25.79,82.0,16.0,6.08,BR,1719006444.0
389,myitkyina,25.3833,97.4,24.13,99.0,69.0,0.52,MM,1719006445.0
390,bargara,,,,,,,,
391,coahuayana de hidalgo,18.7,-103.6583,28.13,76.0,99.0,3.03,MX,1719006447.0
392,galle,6.0367,80.217,26.56,85.0,80.0,6.83,LK,1719006448.0
393,songyuan,45.1171,124.8568,19.22,96.0,100.0,3.56,CN,1719006449.0
394,smithers,54.7804,-127.1743,27.18,18.0,40.0,7.2,CA,1719006451.0
395,tralee,52.2704,-9.7026,10.19,94.0,10.0,2.56,IE,1719006452.0
396,tual,-5.6667,132.75,26.16,86.0,69.0,11.09,ID,1719006453.0
397,cole harbour,44.6724,-63.4751,26.66,39.0,40.0,5.66,CA,1719006454.0
398,flying fish cove,-10.4217,105.6791,25.82,78.0,75.0,5.14,CX,1719006455.0
399,ijero-ekiti,7.8139,5.0742,20.88,94.0,83.0,1.47,NG,1719006456.0
400,ouellah,,,,,,,,
401,camacupa,-12.0167,17.4833,13.87,36.0,4.0,1.93,AO,1719006459.0
402,newman,37.3138,-121.0208,34.57,12.0,0.0,0.91,US,1719006460.0
403,wattegama,6.7989,81.4808,25.88,68.0,100.0,2.98,LK,1719006461.0
404,mstsislaw,54.0192,31.7257,13.0,92.0,16.0,2.9,BY,1719006462.0
405,nar'yan-mar,67.6713,53.087,10.44,95.0,98.0,5.27,RU,1719006464.0
406,rio grande,-32.035,-52.0986,19.06,96.0,100.0,8.32,BR,1719006251.0
407,santa elena de uairen,4.6167,-61.1333,21.73,91.0,60.0,1.41,VE,1719006466.0
408,anloga,5.7947,0.8973,25.43,87.0,100.0,5.65,GH,1719006467.0
409,aransas pass,27.9095,-97.15,33.05,76.0,40.0,7.72,US,1719006468.0
410,lishui,28.4604,119.9103,25.15,96.0,96.0,1.07,CN,1719006469.0
411,oranjemund,-28.55,16.4333,13.7,81.0,0.0,2.44,NA,1719006471.0
412,labytnangi,66.6572,66.4183,5.54,96.0,100.0,5.93,RU,1719006472.0
413,mossel bay,-34.1831,22.146,15.96,85.0,73.0,7.56,ZA,1719006473.0
414,haapavesi,64.1333,25.3667,10.85,78.0,16.0,1.79,FI,1719006474.0
415,cruzeiro do sul,-29.5128,-51.9853,18.93,95.0,40.0,1.02,BR,1719006475.0
416,portland,45.5234,-122.6762,33.62,35.0,20.0,5.14,US,1719006422.0
417,enoch,37.7733,-113.0244,32.49,19.0,20.0,5.14,US,1719006477.0
418,le port,-20.9373,55.2919,21.0,74.0,28.0,1.9,RE,1719006479.0
419,quzhou,28.9594,118.8686,25.63,91.0,100.0,1.85,CN,1719006480.0
420,sonsorol village,,,,,,,,
421,conception bay south,47.4999,-52.9981,16.53,74.0,90.0,1.49,CA,1719006305.0
422,mandimba,,,,,,,,
423,ancud,-41.8697,-73.8203,8.36,86.0,100.0,2.48,CL,1719006484.0
424,mukalla,14.5425,49.1242,29.99,75.0,95.0,2.06,YE,1719006486.0
425,khadan khak,30.7477,67.7085,18.79,60.0,56.0,0.23,PK,1719006487.0
426,bodo,67.28,14.405,10.43,93.0,75.0,2.06,NO,1719006488.0
427,gribanovskiy,51.4579,41.9764,14.17,78.0,49.0,6.68,RU,1719006489.0
428,changqing,36.5575,116.7272,22.72,86.0,41.0,1.51,CN,1719006490.0
429,cabo san lucas,22.8909,-109.9124,27.56,74.0,40.0,4.63,MX,1719006328.0
430,peniche,39.3558,-9.3811,16.27,86.0,8.0,9.4,PT,1719006493.0
431,fisterra,42.9049,-9.2629,15.97,87.0,53.0,1.3,ES,1719006494.0
432,darwin,-12.4611,130.8418,20.03,69.0,0.0,4.63,AU,1719006422.0
433,apatzingan,19.0833,-102.35,32.3,54.0,94.0,1.09,MX,1719006496.0
434,turuncova,,,,,,,,
435,petukhovo,55.0692,67.9019,15.26,98.0,47.0,2.61,RU,1719006498.0
436,san rafael,-34.6177,-68.3301,13.18,42.0,97.0,7.04,AR,1719006452.0
437,salalah,17.0151,54.0924,29.05,94.0,75.0,4.12,OM,1719006501.0
438,bengbu,32.9408,117.3608,25.35,93.0,97.0,3.35,CN,1719006502.0
439,lyozna,55.0249,30.7956,12.05,92.0,0.0,2.86,BY,1719006503.0
440,errachidia,31.9275,-4.4285,32.03,10.0,0.0,5.14,MA,1719006504.0
441,huilong,31.8111,121.655,25.11,97.0,100.0,3.05,CN,1719006505.0
442,hailey,43.5196,-114.3153,27.92,18.0,40.0,4.63,US,1719006357.0
443,tura,25.5198,90.2201,24.43,96.0,32.0,1.47,IN,1719006508.0
444,berezovyy,51.6667,135.7,11.56,75.0,99.0,1.14,RU,1719006509.0
445,eureka,40.8021,-124.1637,34.3,73.0,60.0,2.24,US,1719006252.0
446,gorontalo,0.5412,123.0595,22.86,97.0,34.0,0.81,ID,1719006511.0
447,ridder,50.355,83.5133,15.66,70.0,25.0,2.76,KZ,1719006512.0
448,esmeralda,21.8525,-78.1169,30.65,65.0,84.0,6.29,CU,1719006513.0
449,cuatro cienegas de carranza,26.9833,-102.0833,28.49,52.0,70.0,4.98,MX,1719006515.0
450,maba,24.6841,113.5984,27.77,20.0,82.0,1.64,CN,1719006516.0
451,raja,8.4596,25.678,24.63,68.0,63.0,1.73,SS,1719006517.0
452,coquimbo,-29.9533,-71.3436,15.85,64.0,75.0,2.57,CL,1719005943.0
453,sooke,48.3746,-123.7276,26.99,72.0,98.0,10.8,CA,1719006519.0
454,namanga,-2.5433,36.7905,15.46,86.0,53.0,2.76,KE,1719006520.0
455,magadan,59.5667,150.8,8.45,96.0,100.0,3.76,RU,1719006522.0
456,soto la marina,23.7667,-98.2167,28.73,78.0,49.0,4.59,MX,1719006523.0
457,bouarfa,32.53,-1.95,24.51,19.0,0.0,5.3,MA,1719006524.0
458,enewetak,11.3474,162.3373,28.42,80.0,100.0,5.65,MH,1719006525.0
459,filadelfia,39.9523,-75.1638,35.79,43.0,20.0,5.66,US,1719006487.0
460,severo-yeniseyskiy,60.3725,93.0408,8.25,89.0,100.0,1.65,RU,1719006527.0
461,olyokminsk,60.3736,120.4264,18.49,82.0,18.0,3.11,RU,1719006528.0
462,yaren,-0.5472,166.916,28.73,75.0,82.0,3.63,NR,1719006530.0
463,usinsk,65.9939,57.5281,11.29,96.0,35.0,5.09,RU,1719006531.0
464,beneditinos,-5.45,-42.3667,31.25,35.0,90.0,1.83,BR,1719006532.0
465,lavaur,43.6985,1.8186,18.49,95.0,18.0,3.28,FR,1719006533.0
466,rikaze,29.25,88.8833,13.63,49.0,2.0,1.79,CN,1719006534.0
467,salahonda,2.1019,-78.7217,26.21,83.0,88.0,2.93,CO,1719006535.0
468,praya,14.9215,-23.5087,24.3,73.0,40.0,7.72,CV,1719006537.0
469,klaksvik,62.2266,-6.589,10.51,93.0,100.0,9.53,FO,1719006538.0
470,watseka,40.7762,-87.7364,33.31,48.0,0.0,4.17,US,1719006539.0
471,fukuecho,32.6881,128.8419,23.35,98.0,100.0,4.76,JP,1719006540.0
472,sarandi,-23.4436,-51.8739,24.75,44.0,0.0,4.63,BR,1719006541.0
473,pizarro,4.9533,-77.366,26.7,84.0,90.0,3.06,CO,1719006542.0
474,millington,35.3415,-89.8973,35.62,46.0,0.0,2.06,US,1719006544.0
475,khanty-mansiysk,61.0042,69.0019,16.06,77.0,0.0,2.0,RU,1719006545.0
476,suva,-18.1416,178.4415,23.71,69.0,75.0,3.6,FJ,1719006546.0
477,ain sefra,32.75,-0.5833,25.05,21.0,0.0,4.79,DZ,1719006547.0
478,vilyuchinsk,52.9306,158.4028,9.15,87.0,97.0,1.68,RU,1719006548.0
479,fomboni,-12.28,43.7425,25.81,72.0,5.0,4.23,KM,1719006549.0
480,santa ponsa,39.5087,2.4766,23.34,76.0,0.0,3.72,ES,1719006551.0
481,yeed,4.55,43.0333,25.66,60.0,68.0,10.02,SO,1719006552.0
482,ahau,,,,,,,,
483,chicxulub puerto,,,,,,,,
484,miquelon,47.0975,-56.3814,17.0,76.0,100.0,8.09,PM,1719006515.0
485,sumbawa besar,-8.5,117.4333,20.53,95.0,42.0,1.95,ID,1719006361.0
486,rexburg,43.826,-111.7897,31.67,14.0,0.0,4.12,US,1719006554.0
487,medicine hat,50.0501,-110.6683,26.84,29.0,75.0,1.34,CA,1719006121.0
488,bamboo flat,11.7,92.7167,26.11,89.0,100.0,7.25,IN,1719006560.0
489,horta,38.5333,-28.6333,21.68,86.0,29.0,4.02,PT,1719006561.0
490,chegdomyn,51.1167,133.0167,12.76,60.0,10.0,0.76,RU,1719006562.0
491,pickering,43.9001,-79.1329,24.73,83.0,100.0,1.54,CA,1719006564.0
492,olinda,-8.0089,-34.8553,26.85,78.0,75.0,4.12,BR,1719006565.0
493,tulagi,-9.0996,160.1476,28.41,79.0,90.0,9.03,SB,1719006566.0
494,ad dilam,23.9915,47.1627,34.23,9.0,0.0,3.17,SA,1719006567.0
495,howrah,22.5892,88.3103,29.0,89.0,75.0,2.06,IN,1719006568.0
496,galliano,29.4422,-90.2992,32.78,58.0,40.0,4.63,US,1719006569.0
497,khor,47.8861,134.9464,10.88,89.0,100.0,3.91,RU,1719006571.0
498,asau,46.4333,26.4,18.94,84.0,0.0,1.61,RO,1719006572.0
499,east honolulu,,,,,,,,
500,iskateley,67.6803,53.1512,10.44,95.0,96.0,5.23,RU,1719006574.0
501,beacon square,28.2086,-82.7554,33.41,74.0,16.0,1.79,US,1719006575.0
502,el nido,11.1858,119.3956,26.67,87.0,100.0,4.01,PH,1719006577.0
503,kiunga,-6.1219,141.2906,23.26,98.0,100.0,0.58,PG,1719006578.0
504,ad dawadimi,24.5077,44.3924,32.64,11.0,0.0,3.07,SA,1719006579.0
505,namibe,-15.1961,12.1522,19.63,67.0,0.0,1.71,AO,1719006580.0
506,cartagena,10.3997,-75.5144,30.79,74.0,40.0,3.6,CO,1719006301.0
507,kasongo-lunda,-6.4667,16.8167,23.9,39.0,73.0,0.59,CD,1719006583.0
508,tarawa,1.419,172.984,28.49,69.0,52.0,3.65,KI,1719006584.0
509,beyla,8.6833,-8.6333,21.12,96.0,23.0,1.22,GN,1719006585.0
510,tanumah,27.1,44.1333,33.73,11.0,0.0,3.21,SA,1719006586.0
511,ad dabbah,18.05,30.95,33.48,29.0,78.0,6.35,SD,1719006587.0
512,manokwari,-0.8667,134.0833,26.52,75.0,67.0,2.19,ID,1719006588.0
513,ad darb,17.7229,42.2526,31.36,62.0,100.0,3.41,SA,1719006590.0
514,lajinha,-20.1514,-41.6228,17.79,82.0,58.0,1.33,BR,1719006591.0
515,bakhchysarai,44.75,33.8667,18.91,62.0,0.0,1.71,UA,1719006592.0
516,sao jose da coroa grande,-8.8978,-35.1478,25.09,84.0,44.0,4.69,BR,1719006593.0
517,luganville,-15.5333,167.1667,25.34,78.0,54.0,5.97,VU,1719006594.0
518,bengkulu,-3.8004,102.2655,24.42,87.0,100.0,3.62,ID,1719006595.0
519,aykhal,66.0,111.5,11.43,56.0,100.0,3.63,RU,1719006597.0
520,opuwo,-18.0607,13.84,16.65,26.0,0.0,2.7,NA,1719006598.0
521,linqiong,30.4159,103.4609,25.9,57.0,81.0,2.23,CN,1719006599.0
522,kitimat,54.0524,-128.6534,25.21,41.0,99.0,2.12,CA,1719006600.0
523,neyriz,29.1988,54.3278,26.42,18.0,91.0,2.91,IR,1719006601.0
524,fale old settlement,-9.3852,-171.2468,28.54,78.0,99.0,4.9,TK,1719006602.0
525,kakonko,-3.2828,30.9642,19.74,54.0,45.0,0.73,TZ,1719006604.0
526,novyy urgal,51.0736,132.5642,11.63,67.0,10.0,2.14,RU,1719006605.0
527,tamanrasset,22.785,5.5228,32.95,13.0,40.0,2.06,DZ,1719006606.0
528,mont-joli,48.5839,-68.1921,23.72,29.0,20.0,3.6,CA,1719006607.0
529,villanueva,15.3167,-88.0,32.55,55.0,20.0,4.63,HN,1719006608.0
530,mezgor'e,,,,,,,,
531,that phanom,16.9364,104.7104,26.5,87.0,98.0,2.9,TH,1719006611.0
532,prado,-17.3411,-39.2208,22.81,80.0,0.0,3.15,BR,1719006612.0
533,atbasar,51.8,68.3333,17.37,76.0,21.0,2.44,KZ,1719006613.0
534,toyoshina,36.2999,137.9011,17.04,84.0,97.0,1.34,JP,1719006614.0
535,valparaiso,-33.0393,-71.6273,12.13,100.0,100.0,5.14,CL,1719006377.0
536,aripuana,-9.1667,-60.6333,27.73,47.0,7.0,0.22,BR,1719006617.0
537,pibor,,,,,,,,
538,antsiranana,-12.2787,49.2917,22.82,67.0,51.0,6.66,MG,1719006619.0
539,buncrana,55.1333,-7.45,9.74,95.0,57.0,2.76,IE,1719006620.0
540,floro,61.5996,5.0328,15.04,88.0,75.0,2.06,NO,1719006621.0
541,al qitena,14.8648,32.3668,34.54,33.0,12.0,4.25,SD,1719006623.0
542,kushiro,42.975,144.3747,15.53,100.0,100.0,2.06,JP,1719006624.0
543,corner brook,48.9667,-57.9484,20.09,54.0,37.0,3.62,CA,1719006610.0
544,old town,50.087,14.4202,21.93,88.0,0.0,5.14,CZ,1719006626.0
545,basco,20.4487,121.9702,29.84,86.0,6.0,10.24,PH,1719006627.0
546,severobaykal'sk,55.65,109.3167,8.91,89.0,100.0,2.59,RU,1719006628.0
547,es castell,39.8795,4.2854,21.38,88.0,20.0,2.57,ES,1719006629.0
548,maheshwar,22.1833,75.5833,27.43,78.0,98.0,1.69,IN,1719006631.0
549,piti village,13.4626,144.6933,29.06,82.0,20.0,4.12,GU,1719006632.0
550,kuchinarai,16.541,104.05,25.72,89.0,100.0,3.3,TH,1719006633.0
551,egilsstadir,65.2653,-14.3948,4.95,93.0,100.0,6.17,IS,1719006634.0
552,arawa,-6.2132,155.5367,27.2,85.0,100.0,1.49,PG,1719006635.0
553,zelenogorsk,56.1147,94.5861,13.32,58.0,95.0,1.29,RU,1719006637.0
554,puyang chengguanzhen,35.7028,115.0053,22.47,85.0,8.0,0.35,CN,1719006638.0
555,avallon,47.4833,3.9,14.73,96.0,11.0,5.69,FR,1719006639.0
556,hilo,19.7297,-155.09,28.3,75.0,100.0,2.68,US,1719006640.0
557,muli,2.9167,73.5667,28.52,77.0,59.0,5.3,MV,1719006641.0
558,n'zeto,-7.2312,12.8666,21.12,93.0,54.0,2.77,AO,1719006643.0
559,mogocha,53.7333,119.7667,14.08,65.0,0.0,1.64,RU,1719006644.0
560,simpang,-1.2667,104.0833,22.25,100.0,100.0,1.01,ID,1719006645.0
561,palmerston,-12.486,130.9833,20.02,69.0,0.0,4.63,AU,1719006646.0
562,ozernyy,55.5802,32.4127,11.91,91.0,23.0,2.65,RU,1719006647.0
563,outapi,,,,,,,,
564,aiquile,-18.2041,-65.1807,17.89,53.0,22.0,2.3,BO,1719006650.0
565,nakamura,32.9833,132.9333,23.03,88.0,99.0,1.38,JP,1719006651.0
566,taunggyi,20.7833,97.0333,19.26,97.0,99.0,1.46,MM,1719006652.0
567,itoman,26.1247,127.6694,29.21,94.0,75.0,5.14,JP,1719006653.0
568,dodge city,37.7528,-100.0171,31.5,56.0,20.0,10.8,US,1719006654.0
569,deqen,29.9618,90.7188,8.91,89.0,22.0,1.98,CN,1719006655.0
570,igualada,41.581,1.6172,21.42,83.0,21.0,1.34,ES,1719006656.0
571,richards bay,-28.783,32.0377,20.11,78.0,1.0,6.49,ZA,1719006658.0
572,palmer,42.1584,-72.3287,24.52,78.0,100.0,0.45,US,1719006659.0
573,villa gesell,-37.2639,-56.973,15.59,99.0,100.0,3.64,AR,1719006660.0
574,shetpe,44.1667,52.1167,23.33,50.0,63.0,5.27,KZ,1719006661.0
575,corinto,37.9407,22.9573,27.16,55.0,0.0,2.67,GR,1719006662.0
576,saint-francois,46.4154,3.9054,16.47,90.0,0.0,2.57,FR,1719006663.0
577,oroqen zizhiqi,50.5667,123.7167,14.03,64.0,23.0,2.4,CN,1719006665.0
578,nakhon sawan,15.7,100.0833,26.64,83.0,100.0,2.44,TH,1719006666.0
579,lensk,60.7253,114.9278,9.93,97.0,100.0,1.7,RU,1719006667.0
580,pacasmayo,-7.4006,-79.5714,18.79,80.0,93.0,6.83,PE,1719006668.0
581,sarmiento,-45.5882,-69.07,2.43,91.0,100.0,0.16,AR,1719006456.0
582,valentin gomez farias,28.2167,-106.5833,24.51,54.0,100.0,6.8,MX,1719006670.0
583,valley east,,,,,,,,
584,vohipaho,,,,,,,,
585,daru,-9.0763,143.2092,24.74,88.0,100.0,6.97,PG,1719006674.0
586,parry sound,45.3501,-80.033,17.95,88.0,98.0,2.0,CA,1719006599.0
587,hihifo,,,,,,,,
588,vila velha,-20.3297,-40.2925,23.97,78.0,0.0,2.06,BR,1719006678.0
589,sosnovka,56.255,51.2842,13.95,93.0,99.0,2.32,RU,1719006679.0
590,gwasoro,,,,,,,,
591,port saint john's,-31.6229,29.5448,20.44,40.0,4.0,3.33,ZA,1719006681.0
592,bargaal,11.2864,51.0773,28.58,68.0,49.0,9.02,SO,1719006682.0
593,imbituba,-28.24,-48.6703,22.14,94.0,100.0,6.1,BR,1719006684.0
594,xiongzhou,25.1167,114.3,25.01,94.0,78.0,1.75,CN,1719006685.0
595,tshabong,-26.05,22.45,14.67,42.0,0.0,5.19,BW,1719006686.0
596,rawson,-43.3002,-65.1023,7.87,93.0,100.0,3.29,AR,1719006563.0
597,bolderaja,57.0313,24.0557,14.99,93.0,0.0,1.54,LV,1719006688.0
598,ilhabela,-23.7781,-45.3581,20.21,88.0,9.0,2.7,BR,1719006689.0
